Exp.Date:,Voyage N°:,Poids:,Montant HT:,filename,Depart,Arrivee
2024-06-19,PARTRP000112924,"1132,02","250,00",SupplierPreInvoiceSPI00488338.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-06-19,PARTRP000113099,"8683,22","424,50",SupplierPreInvoiceSPI00488338.pdf,"FR-77170 BRIE COMTE
A",FR-02400 CHÂTEAU
2024-06-20,PARTRP000113294,"487,39","310,30",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-77780 BOURRON
2024-06-20,PARTRP000113296,"251,78","310,30",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-92140 CLAMART
2024-06-21,PARTRP000113126,"14184,12","200,00",SupplierPreInvoiceSPI00488338.pdf,"FR-77220 GRETZ-
A",FR-77552 MOISSY-
2024-06-21,PARTRP000112989,"4495,00","280,00",SupplierPreInvoiceSPI00488338.pdf,"FR-91220 LE PLESSIS
A",FR-77550 REAU
2024-06-21,PARTRP000113130,"6402,88","150,00",SupplierPreInvoiceSPI00488338.pdf,"FR-77220 GRETZ-
A",FR-95640 MARINES
2024-06-21,PARTRP000113426,"1189,72","481,50",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-77240 SEINE PORT
2024-06-21,PARTRP000113428,"814,06","321,00",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-91100 CORBEIL
2024-06-24,PARTRP000113583,"507,67","385,20",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-78580 MAULE
2024-06-24,PARTRP000113584,"788,26","256,80",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-77200 TORCY
2024-06-25,PARTRP000113668,"505,94","203,30",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-77190 DAMMARIE LES
2024-06-25,PARTRP000113669,"464,15","256,80",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-91730 CHAMARANDE
2024-06-26,PARTRP000113675,"2698,71","150,00",SupplierPreInvoiceSPI00488338.pdf,"FR-77220 GRETZ-
A",FR-95310 ST OUEN L
2024-06-26,PARTRP000113770,"726,95","235,40",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-91100 CORBEIL
2024-06-26,PARTRP000113778,"301,67","224,70",SupplierPreInvoiceSPI00488338.pdf,"FR-95500 BONNEUIL EN
A",FR-92140 CLAMART
2024-06-26,PARTRP000113713,"11456,16","424,50",SupplierPreInvoiceSPI00488338.pdf,"FR-77170 BRIE COMTE
A",FR-02400 CHÂTEAU
2024-06-28,PARTRP000113777,"4938,98","150,00",SupplierPreInvoiceSPI00488625.pdf,"FR-77220 GRETZ-
A",FR-77552 MOISSY-
2024-06-28,LILTRP000127723,"6351,15","80,00",SupplierPreInvoiceSPI00491585.pdf,"FR-60126 LONGUEIL STE
A",FR-77240 VERT-SAINT-
2024-07-01,LILTRP000127940,"7229,80","350,00",SupplierPreInvoiceSPI00491585.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-07-02,LILTRP000128111,"4113,18","320,00",SupplierPreInvoiceSPI00491585.pdf,"FR-60126 LONGUEIL STE
A",FR-77559 REAU
2024-07-03,LILTRP000128175,"8970,30","350,00",SupplierPreInvoiceSPI00491585.pdf,"FR-60126 LONGUEIL STE
A",FR-91380 CHILLY
2024-07-08,LILTRP000128423,"9305,11","330,00",SupplierPreInvoiceSPI00491585.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 REAU
2024-07-11,LILTRP000128660,"2520,44","300,00",SupplierPreInvoiceSPI00491585.pdf,"FR-60126 LONGUEIL STE
A",FR-91140 VILLEBON-SUR-
2024-07-12,LILTRP000128661,"6840,39","280,00",SupplierPreInvoiceSPI00491585.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-07-15,LILTRP000128780,"7240,91","350,00",SupplierPreInvoiceSPI00491585.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 REAU
2024-06-27,PARTRP000113885,"774,79","278,20",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-78390 BOIS D ARCY
2024-06-27,PARTRP000113887,"420,25","374,50",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-94370 SUCY EN BRIE
2024-06-28,PARTRP000113738,"2764,96","220,00",SupplierPreInvoiceSPI00491586.pdf,"FR-95670 MARLY
A",FR-78700 CONFLANS STE
2024-07-01,PARTRP000113795,"2224,96","250,00",SupplierPreInvoiceSPI00491586.pdf,"FR-77230 MOUSSY LE
A",FR-60300 SENLIS
2024-07-01,PARTRP000114131,"311,36","246,10",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-77130 MAROLLES SUR
2024-07-01,PARTRP000114133,"296,40","235,40",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-94290 VILLENEUVE LE
2024-07-01,PARTRP000114218,"585,32","278,20",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-78125 MITTAINVILLE
2024-07-01,PARTRP000114219,"801,40","374,50",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-91290 ARPAJON
2024-07-02,PARTRP000114160,"3499,96","350,00",SupplierPreInvoiceSPI00491586.pdf,"FR-95310 SAINT OUEN
A",FR-60300 SENLIS
2024-07-02,PARTRP000113865,"2342,01","300,00",SupplierPreInvoiceSPI00491586.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-02,PARTRP000114402,"487,14","267,50",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-77130 MONTEREAU
2024-07-02,PARTRP000114403,"841,20","278,20",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-78650 BEYNES
2024-07-03,PARTRP000114354,"822,96","280,00",SupplierPreInvoiceSPI00491586.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-03,PARTRP000114614,"638,11","235,40",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-77870 VULAINES SUR
2024-07-03,PARTRP000114618,"773,40","235,40",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-77400 ST THIBAULT
2024-07-04,PARTRP000114916,"564,93","278,20",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-77140 NEMOURS
2024-07-04,PARTRP000114425,"11075,41","524,50",SupplierPreInvoiceSPI00491586.pdf,"FR-77170 BRIE COMTE
A",FR-02400 CHÂTEAU
2024-07-05,PARTRP000114588,"1735,14","280,00",SupplierPreInvoiceSPI00491586.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-05,PARTRP000114708,"6400,00","200,00",SupplierPreInvoiceSPI00491586.pdf,"FR-60800 CREPY EN
A",FR-78520 LIMAY
2024-07-05,PARTRP000115031,"515,87","246,10",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-78590 NOISY LE ROI
2024-07-05,PARTRP000115034,"682,87","278,20",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-91370 VERRIERES LE
2024-07-08,PARTRP000114701,"1503,97","300,00",SupplierPreInvoiceSPI00491586.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-08,PARTRP000115186,"706,19","353,10",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-91800 BOUSSY ST
2024-07-08,PARTRP000115188,"468,81","246,10",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-94110 ARCUEIL
2024-07-09,PARTRP000115135,"1345,00","180,00",SupplierPreInvoiceSPI00491586.pdf,"FR-77185 LOGNES
A",FR-94600 CHOISY-LE-ROI
2024-07-09,PARTRP000115333,"542,86","246,10",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-77540 VOINSLES
2024-07-09,PARTRP000115336,"189,51","235,40",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-78650 BEYNES
2024-07-10,PARTRP000115268,"1651,02","150,00",SupplierPreInvoiceSPI00491586.pdf,"FR-95670 MARLY
A",FR-95470 ST WITZ
2024-07-10,PARTRP000115269,"1759,03","150,00",SupplierPreInvoiceSPI00491586.pdf,"FR-95670 MARLY
A",FR-78700 CONFLANS STE
2024-07-10,PARTRP000115535,"446,85","246,10",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-77140 NEMOURS
2024-07-10,PARTRP000115538,"269,16","246,10",SupplierPreInvoiceSPI00491586.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-07-15,LILTRP000128797,"4953,68","250,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-07-16,LILTRP000128909,"4315,10","320,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-77559 REAU
2024-07-16,LILTRP000128910,"9193,29","320,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",
2024-07-18,LILTRP000129019,"7136,90","320,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-91320 WISSOUS
2024-07-19,LILTRP000129111,"5719,92","270,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-07-19,LILTRP000129196,"5181,11","320,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-07-19,LILTRP000129199,"4365,38","400,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-07-22,LILTRP000129376,"3477,84","250,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-07-23,LILTRP000129360,"10401,20","250,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-60280 VENETTE
2024-07-25,LILTRP000129444,"3010,12","270,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-91140 VILLEBON-SUR-
2024-07-25,LILTRP000129542,"5454,84","300,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-60490 RESSONS-SUR-
2024-07-26,LILTRP000129573,"8091,84","250,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-07-29,LILTRP000129586,"6661,16","320,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-91320 WISSOUS
2024-07-30,LILTRP000129720,"6937,97","320,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-07-31,LILTRP000129784,"6668,52","270,00",SupplierPreInvoiceSPI00494807.pdf,"FR-60126 LONGUEIL STE
A",FR-77700 SERRIS
2024-07-15,PARTRP000116137,"377,51","278,20",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-77310 BOISSISE LE
2024-07-15,PARTRP000116138,"334,79","256,80",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-78750 MAREIL MARLY
2024-07-16,PARTRP000115587,"2929,08","300,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-16,PARTRP000116241,"850,17","310,30",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-91100 CORBEIL
2024-07-16,PARTRP000116246,"176,48","299,60",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-91210 DRAVEIL
2024-07-17,PARTRP000115588,"909,96","250,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-17,PARTRP000116368,"610,28","310,30",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-92150 SURESNES
2024-07-17,PARTRP000116371,"651,40","310,30",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-95480 PIERRELAYE
2024-07-17,PARTRP000116417,"8311,00","434,50",SupplierPreInvoiceSPI00494808.pdf,"FR-77170 BRIE COMTE
A",FR-02800 LA FÈRE
2024-07-18,PARTRP000116052,"1363,89","300,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-18,PARTRP000116648,"126,01","256,80",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-77130 MONTEREAU
2024-07-18,PARTRP000116649,"624,36","256,80",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-78980 LONGNES
2024-07-19,PARTRP000114517,"1900,00","180,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77550 MOISSY
A",FR-78180 MONTIGNY LE
2024-07-19,PARTRP000116807,"788,87","246,10",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-77190 DAMMARIE LES
2024-07-19,PARTRP000116810,"721,23","235,40",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-92000 NANTERRE
2024-07-22,PARTRP000116771,"6710,92","170,00",SupplierPreInvoiceSPI00494808.pdf,"FR-95670 MARLY LA VILLE
A",FR-95670 MARLY
2024-07-22,PARTRP000116498,"1619,97","300,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-22,PARTRP000116947,"761,42","256,80",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-78580 BAZEMONT
2024-07-22,PARTRP000116950,"494,65","246,10",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-77590 BOIS LE ROI
2024-07-23,PARTRP000116503,"1952,10","300,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77127 LIEUSAINT
A",FR-77550 RÉAU
2024-07-23,PARTRP000117183,"306,36","267,50",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-91220 BRETIGNY SUR
2024-07-23,PARTRP000117184,"577,37","246,10",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-95800 CERGY
2024-07-24,PARTRP000117430,"560,92","342,40",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-94140 ALFORTVILLE
2024-07-24,PARTRP000117433,"378,19","246,10",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-77320 LESCHEROLLES
2024-07-24,PARTRP000117356,"10018,00","404,50",SupplierPreInvoiceSPI00494808.pdf,"FR-77170 BRIE COMTE
A",FR-02400 CHÂTEAU
2024-07-25,PARTRP000117171,"4324,40","180,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77185 LOGNES
A",FR-93290 TREMBLAY EN
2024-07-25,PARTRP000117339,"2440,00","200,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77185 LOGNES
A",FR-60490 RESSONS SUR
2024-07-25,PARTRP000117515,"213,50","246,10",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-77870 VULAINES SUR
2024-07-25,PARTRP000117512,"839,05","417,30",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-78440 GARGENVILLE
2024-07-26,PARTRP000117621,"2765,04","150,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77220 GRETZ-
A",FR-95735 ROISSY CH DE
2024-07-26,PARTRP000117574,"1346,00","180,00",SupplierPreInvoiceSPI00494808.pdf,"FR-77185 LOGNES
A",FR-95500 GONESS CEDEX
2024-07-26,PARTRP000117688,"214,33","246,10",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-77560 VILLIERS ST
2024-07-26,PARTRP000117689,"708,50","428,00",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-95660 CHAMPAGNE
2024-07-29,PARTRP000117674,"3800,00","140,00",SupplierPreInvoiceSPI00494808.pdf,"FR-93210 LA PLAINE ST
A",FR-95650 PUISEUX
2024-07-29,PARTRP000117881,"648,85","428,00",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-78310 COIGNIERES
2024-07-29,PARTRP000117884,"618,69","256,80",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-91390 MORSANG SUR
2024-07-31,PARTRP000117924,"582,00","170,00",SupplierPreInvoiceSPI00494808.pdf,"FR-95650 PUISEUX
A",FR-95670 MARLY
2024-07-31,PARTRP000118058,"164,76","16,80",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-77600 GUERMANTES
2024-07-31,PARTRP000118062,"772,81","28,00",SupplierPreInvoiceSPI00494808.pdf,"FR-95500 BONNEUIL EN
A",FR-78980 LONGNES
2024-08-01,LILTRP000129824,"1133,16","250,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-77340 PONTAULT-
2024-08-02,LILTRP000129915,"6714,05","350,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-08-06,LILTRP000130041,"9328,26","320,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-08-07,LILTRP000130102,"6582,13","470,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-77240 VERT-SAINT-
2024-08-07,LILTRP000130113,"6052,27","320,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-91380 CHILLY
2024-08-08,LILTRP000130159,"5655,51","320,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-60490 RESSONS-SUR-
2024-08-08,LILTRP000130161,"7016,62","320,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-75380 CHILLY-
2024-08-08,LILTRP000130211,"9904,72","270,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-08-09,LILTRP000130213,"1866,72","200,00",SupplierPreInvoiceSPI00497160.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-07-31,PARTRP000118058,"164,76","240,00",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-77600 GUERMANTES
2024-07-31,PARTRP000118062,"772,81","400,00",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-78980 LONGNES
2024-07-31,PARTRP000118076,"5311,00","374,50",SupplierPreInvoiceSPI00497161.pdf,"FR-77170 BRIE COMTE
A",FR-02400 CHÂTEAU
2024-08-01,PARTRP000118064,"1054,06","180,00",SupplierPreInvoiceSPI00497161.pdf,"FR-77164 FERRIERES EN
A",FR-95670 MARLY
2024-08-01,PARTRP000117905,"1803,04","220,00",SupplierPreInvoiceSPI00497161.pdf,"FR-95700 ROISSY CDG
A",FR-60300 SENLIS
2024-08-01,PARTRP000117808,"740,00","170,00",SupplierPreInvoiceSPI00497161.pdf,"FR-77165 ST SOUPPLETS
A",FR-92230 GENNEVILLIERS
2024-08-01,PARTRP000118165,"306,76","246,10",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-77310 PRINGY
2024-08-01,PARTRP000118167,"136,10","235,40",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-08-02,PARTRP000117691,"19264,90","250,00",SupplierPreInvoiceSPI00497161.pdf,"FR-77165 ST SOUPPLETS
A",FR-94400 VITRY SUR
2024-08-05,PARTRP000114519,"1900,00","180,00",SupplierPreInvoiceSPI00497161.pdf,"FR-78180 MONTIGNY LE
A",FR-77550 MOISSY
2024-08-05,PARTRP000118099,"4750,42","860,00",SupplierPreInvoiceSPI00497161.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-08-05,PARTRP000118095,"12515,57","350,00",SupplierPreInvoiceSPI00497161.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-08-05,PARTRP000118306,"625,73","235,40",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-95310 ST OUEN
2024-08-06,PARTRP000118371,"245,85","246,10",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-77320 LA CHAPELLE
2024-08-07,PARTRP000118370,"2240,43","350,00",SupplierPreInvoiceSPI00497161.pdf,"FR-95700 ROISSY CDG
A",FR-77550 REAU
2024-08-07,PARTRP000118406,"1000,00","350,00",SupplierPreInvoiceSPI00497161.pdf,"FR-77470 POINCY
A",FR-80200 PÉRONNE
2024-08-07,PARTRP000118441,"334,31","235,40",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-78530 BUC
2024-08-08,PARTRP000118452,"12979,34","350,00",SupplierPreInvoiceSPI00497161.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-08-08,PARTRP000118516,"108,56","246,10",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-77690 MONTIGNY SUR
2024-08-09,PARTRP000118570,"472,80","256,80",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-78440 GARGENVILLE
2024-08-12,PARTRP000118613,"882,38","246,10",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-78130 LES MUREAUX
2024-08-13,PARTRP000118485,"4586,66","200,00",SupplierPreInvoiceSPI00497161.pdf,"FR-77165 ST SOUPPLETS
A",FR-78200 BUCHELAY
2024-08-13,PARTRP000118486,"12067,32","280,00",SupplierPreInvoiceSPI00497161.pdf,"FR-77165 ST SOUPPLETS
A",FR-94200 IVRY SUR SEINE
2024-08-13,PARTRP000118487,"11866,00","200,00",SupplierPreInvoiceSPI00497161.pdf,"FR-77165 ST SOUPPLETS
A",FR-95140 GARGES LÈS
2024-08-13,PARTRP000118659,"384,47","16,80",SupplierPreInvoiceSPI00497161.pdf,"FR-95500 BONNEUIL EN
A",FR-78490 BAZOCHES SUR
2023-07-25,LILTRP000109393,"4429,50","0,00",SupplierPreInvoiceSPI00504120.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-01-17,PARTRP000102463,"1650,83","0,00",SupplierPreInvoiceSPI00504121.pdf,"FR-77170 BRIE COMTE
A",FR-51100 CHALONS EN
2024-08-16,LILTRP000130471,"7576,96","320,00",SupplierPreInvoiceSPI00506634.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-08-21,LILTRP000130504,"4751,04","270,00",SupplierPreInvoiceSPI00506634.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-08-21,LILTRP000130613,"3231,94","250,00",SupplierPreInvoiceSPI00506634.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-08-28,LILTRP000130886,"7026,44","270,00",SupplierPreInvoiceSPI00506634.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-08-29,LILTRP000130973,"6629,53","320,00",SupplierPreInvoiceSPI00506634.pdf,"FR-60126 LONGUEIL STE
A",FR-60490 RESSONS-SUR-
2024-08-13,PARTRP000118659,"384,47","240,00",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-78490 BAZOCHES SUR
2024-08-14,PARTRP000118693,"6050,41","374,50",SupplierPreInvoiceSPI00506635.pdf,"FR-77170 BRIE COMTE
A",FR-02400 CHÂTEAU
2024-08-19,PARTRP000118895,"573,75","246,10",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-77310 ST FARGEAU
2024-08-19,PARTRP000118898,"339,08","235,40",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-78980 LONGNES
2024-08-20,PARTRP000119039,"598,83","278,20",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-93300 AUBERVILLIERS
2024-08-21,PARTRP000119095,"5416,00","374,50",SupplierPreInvoiceSPI00506635.pdf,"FR-77170 BRIE COMTE
A",FR-02200 SOISSONS
2024-08-21,PARTRP000119243,"786,96","288,90",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-78570 CHANTELOUP
2024-08-22,PARTRP000119316,"180,33","246,10",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-77870 VULAINES SUR
2024-08-23,PARTRP000118900,"11050,96","350,00",SupplierPreInvoiceSPI00506635.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-08-23,PARTRP000119506,"343,17","235,40",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-95330 DOMONT
2024-08-23,PARTRP000119507,"595,11","235,40",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-91370 VERRIERES LE
2024-08-26,PARTRP000119665,"614,61","288,90",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-08-26,PARTRP000119664,"303,95","288,90",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-77870 VULAINES SUR
2024-08-27,PARTRP000119884,"390,31","246,10",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-77130 MONTEREAU
2024-08-27,PARTRP000119886,"560,93","246,10",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-78830 BONNELLES
2024-08-28,PARTRP000120151,"381,66","235,40",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-78860 ST NOM LA
2024-08-28,PARTRP000120152,"334,54","235,40",SupplierPreInvoiceSPI00506635.pdf,"FR-95500 BONNEUIL EN
A",FR-77310 PRINGY
2024-08-30,LILTRP000131031,"13275,08","320,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-75380 CHILLY-
2024-09-02,LILTRP000131115,"4039,00","320,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-93600 AULNAYS
2024-09-04,LILTRP000131162,"4482,26","270,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-09-05,LILTRP000131265,"5371,12","270,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-60280 VENETTE
2024-09-05,LILTRP000131235,"6335,27","270,00",SupplierPreInvoiceSPI00509364.pdf,"FR-60126 LONGUEIL STE
A",FR-93600 AULNAY SOUS
